,name,team,gp,rec,tgts,recYds,recTD,recYdsPer,yac,firstDowns,avgPerRec,targets_per_game,year
302,DJ Moore,CHI,17,98,140,966,6,56.8,588,43,9.9,8.235294117647058,2024
303,DK Metcalf,SEA,16,58,100,900,7,56.3,278,39,15.5,6.25,2019
304,DK Metcalf,SEA,16,83,129,"1,303",10,81.4,384,63,15.7,8.0625,2020
305,DK Metcalf,SEA,17,75,129,967,12,56.9,328,48,12.9,7.588235294117647,2021
306,DK Metcalf,SEA,17,90,141,"1,048",6,61.6,217,47,11.6,9.4,2022
307,DK Metcalf,SEA,16,66,119,"1,114",8,69.6,367,52,16.9,7.4375,2023
308,DK Metcalf,SEA,15,66,108,992,5,66.1,263,35,15.0,6.352941176470588,2024
309,DaeSean Hamilton,DEN,14,30,46,243,2,17.4,57,16,8.1,3.2857142857142856,2018
310,DaeSean Hamilton,DEN,16,28,52,297,1,18.6,129,19,10.6,3.25,2019
311,DaeSean Hamilton,DEN,16,23,44,293,2,18.3,96,16,12.7,2.75,2020
312,Dallas Goedert,PHI,16,33,44,334,4,20.9,155,15,10.1,2.75,2018
313,Dallas Goedert,PHI,15,58,87,607,5,40.5,363,33,10.5,5.8,2019
314,Dallas Goedert,PHI,11,46,65,524,3,47.6,203,28,11.4,5.909090909090909,2020
315,Dallas Goedert,PHI,15,56,76,830,4,55.3,386,42,14.8,5.066666666666666,2021
316,Dallas Goedert,PHI,12,55,69,702,3,58.5,420,40,12.8,4.928571428571429,2022
317,Dallas Goedert,PHI,14,59,83,592,3,42.3,319,33,10.0,5.928571428571429,2023
318,Dallas Goedert,PHI,10,42,52,496,2,49.6,257,20,11.8,3.7142857142857144,2024
319,Dalton Kincaid,BUF,16,73,91,673,2,42.1,311,29,9.2,5.6875,2023
320,Dalton Kincaid,BUF,13,44,75,448,2,34.5,274,23,10.2,4.411764705882353,2024
321,Dalton Schultz,DAL,16,63,89,615,4,38.4,278,33,9.8,5.5625,2020
322,Dalton Schultz,DAL,17,78,104,808,8,47.5,348,43,10.4,6.117647058823529,2021
323,Dalton Schultz,DAL,15,57,89,577,5,38.5,204,27,10.1,5.5625,2022
324,Dalton Schultz,HOU,15,59,88,635,5,42.3,259,35,10.8,5.5,2023
325,Dalton Schultz,HOU,17,53,85,532,2,31.3,214,26,10.0,5.3125,2024
326,Dalvin Cook,MIN,11,40,49,305,2,27.7,349,15,7.6,4.454545454545454,2018
327,Dalvin Cook,MIN,14,53,63,519,0,37.1,597,26,9.8,4.5,2019
328,Dalvin Cook,MIN,14,44,54,361,1,25.8,439,17,8.2,3.857142857142857,2020
329,Dalvin Cook,MIN,13,34,49,224,0,17.2,278,9,6.6,3.769230769230769,2021
330,Dalvin Cook,MIN,17,39,56,295,2,17.4,331,16,7.6,3.5,2022
331,Damien Williams,KC,11,30,37,213,2,19.4,241,10,7.1,3.3636363636363638,2019
332,Damiere Byrd,ARI,11,32,46,359,1,32.6,147,16,11.2,4.181818181818182,2019
333,Damiere Byrd,NE,16,47,77,604,1,37.8,166,29,12.9,4.8125,2020
334,Damiere Byrd,CHI,17,26,38,329,1,19.4,116,18,12.7,2.235294117647059,2021
335,Damiere Byrd,ATL,14,13,23,268,2,19.1,105,9,20.6,3.8333333333333335,2022
336,Dan Arnold,ARI,16,31,45,438,4,27.4,176,24,14.1,2.8125,2020
337,Daniel Bellinger,NYG,12,30,35,268,2,22.3,144,14,8.9,3.888888888888889,2022
338,Daniel Bellinger,NYG,17,25,28,255,0,15.0,134,6,10.2,1.75,2023
339,Danny Amendola,MIA,15,59,79,575,1,38.3,220,27,9.7,5.266666666666667,2018
340,Danny Amendola,DET,15,62,97,678,1,45.2,218,36,10.9,6.466666666666667,2019
341,Danny Amendola,DET,14,46,69,602,0,43.0,296,30,13.1,4.928571428571429,2020
342,Danny Amendola,HOU,8,24,38,248,3,31.0,105,10,10.3,4.75,2021
343,Dante Pettis,SF,12,27,45,467,5,38.9,205,19,17.3,3.75,2018
344,Dante Pettis,CHI,17,19,41,245,3,14.4,63,9,12.9,4.1,2022
345,Dare Ogunbowale,TB,16,35,46,286,0,17.9,212,14,8.2,2.875,2019
346,Dare Ogunbowale,HOU,17,19,28,198,1,11.6,168,8,10.4,1.75,2024
347,Darius Slayton,NYG,14,48,84,740,8,52.9,198,32,15.4,6.0,2019
348,Darius Slayton,NYG,16,50,96,751,3,46.9,164,40,15.0,6.0,2020
349,Darius Slayton,NYG,13,26,58,339,2,26.1,65,14,13.0,4.461538461538462,2021
350,Darius Slayton,NYG,16,46,71,724,2,45.3,262,30,15.7,4.4375,2022
351,Darius Slayton,NYG,17,50,79,770,4,45.3,298,29,15.4,4.9375,2023
352,Darius Slayton,NYG,16,39,71,573,2,35.8,124,30,14.7,4.176470588235294,2024
353,Darnell Mooney,CHI,16,61,98,631,4,39.4,338,33,10.3,6.125,2020
354,Darnell Mooney,CHI,17,81,140,"1,055",4,62.1,381,49,13.0,8.235294117647058,2021
355,Darnell Mooney,CHI,12,40,61,493,2,41.1,164,20,12.3,7.625,2022
356,Darnell Mooney,CHI,15,31,61,414,1,27.6,181,20,13.4,6.1,2023
357,Darnell Mooney,ATL,16,64,106,992,5,62.0,276,48,15.5,6.625,2024
358,Darnell Washington,PIT,17,19,25,200,1,11.8,126,9,10.5,2.7777777777777777,2024
359,Darrel Williams,KC,17,47,57,452,2,26.6,435,19,9.6,3.3529411764705883,2021
360,Darren Fells,HOU,16,34,48,341,7,21.3,169,22,10.0,3.0,2019
361,Darren Fells,HOU,16,21,28,312,4,19.5,173,16,14.9,1.75,2020
362,Darren Waller,OAK,16,90,117,"1,145",3,71.6,601,53,12.7,7.3125,2019
363,Darren Waller,LV,16,107,145,"1,196",9,74.8,583,69,11.2,9.0625,2020
364,Darren Waller,LV,11,55,93,665,2,60.5,242,31,12.1,8.454545454545455,2021
365,Darren Waller,LV,9,28,43,388,3,43.1,80,18,13.9,3.909090909090909,2022
366,Darren Waller,NYG,12,52,74,552,1,46.0,211,25,10.6,4.625,2023
367,Davante Adams,GB,15,111,169,"1,386",13,92.4,498,64,12.5,11.266666666666667,2018
368,Davante Adams,GB,12,83,127,997,5,83.1,393,54,12.0,10.583333333333334,2019
369,Davante Adams,GB,14,115,149,"1,374",18,98.1,592,73,11.9,10.642857142857142,2020
370,Davante Adams,GB,16,123,169,"1,553",11,97.1,604,84,12.6,10.5625,2021
371,Davante Adams,LV,17,100,180,"1,516",14,89.2,493,65,15.2,12.857142857142858,2022
372,Davante Adams,LV,17,103,175,"1,144",8,67.3,336,59,11.1,10.9375,2023
373,Davante Adams,LV/NYJ,14,85,141,"1,063",8,75.9,473,49,12.5,8.294117647058824,2024
374,David Bell,CLE,16,24,35,214,0,13.4,75,7,8.9,2.1875,2022
375,David Johnson,ARI,16,50,76,446,3,27.9,395,22,8.9,4.75,2018
376,David Johnson,ARI,13,36,47,370,4,28.5,232,17,10.3,3.6153846153846154,2019
377,David Johnson,HOU,12,33,46,314,2,26.2,244,16,9.5,3.8333333333333335,2020
378,David Johnson,HOU,13,32,42,225,1,17.3,191,11,7.0,3.230769230769231,2021
379,David Montgomery,CHI,15,54,68,438,2,29.2,410,25,8.1,4.533333333333333,2020
380,David Montgomery,CHI,13,42,51,301,0,23.2,273,18,7.2,3.923076923076923,2021
381,David Montgomery,CHI,16,34,40,316,1,19.8,283,10,9.3,2.5,2022
382,David Montgomery,DET,14,36,38,341,0,24.4,365,16,9.5,2.533333333333333,2024
383,David Moore,SEA,16,26,53,445,5,27.8,93,19,17.1,3.3125,2018
384,David Moore,SEA,14,17,34,301,2,21.5,134,14,17.7,2.4285714285714284,2019
385,David Moore,SEA,16,35,47,417,6,26.1,173,18,11.9,2.9375,2020
386,David Moore,CAR,17,32,57,351,3,20.6,60,18,11.0,4.384615384615385,2024
387,David Njoku,CLE,16,56,88,639,4,39.9,305,27,11.4,5.5,2018
388,David Njoku,CLE,13,19,29,213,2,16.4,84,13,11.2,2.230769230769231,2020
389,David Njoku,CLE,16,36,53,475,4,29.7,247,17,13.2,3.3125,2021
390,David Njoku,CLE,14,58,80,628,4,44.9,338,36,10.8,5.0,2022
391,David Njoku,CLE,16,81,123,882,6,55.1,599,35,10.9,7.6875,2023
392,David Njoku,CLE,11,64,97,505,5,45.9,251,23,7.9,6.0625,2024
393,Dawson Knox,BUF,15,28,50,388,2,25.9,149,15,13.9,3.3333333333333335,2019
394,Dawson Knox,BUF,12,24,44,288,3,24.0,171,14,12.0,3.6666666666666665,2020
395,Dawson Knox,BUF,15,49,71,587,9,39.1,277,31,12.0,4.733333333333333,2021
396,Dawson Knox,BUF,15,48,65,517,6,34.5,193,25,10.8,4.0625,2022
397,Dawson Knox,BUF,16,22,33,311,1,19.4,94,12,14.1,2.0625,2024
398,De'Von Achane,MIA,11,27,37,197,3,17.9,262,10,7.3,3.7,2023
399,De'Von Achane,MIA,17,78,87,592,6,34.8,665,30,7.6,5.4375,2024
400,DeAndre Carter,HOU/PHI,14,22,25,216,0,15.4,124,10,9.8,1.7857142857142858,2018
401,DeAndre Carter,WSH,17,24,44,296,3,17.4,78,17,12.3,2.588235294117647,2021
402,DeAndre Carter,LAC,17,46,65,538,3,31.6,206,29,11.7,5.416666666666667,2022
403,DeAndre Hopkins,HOU,16,115,163,"1,572",11,98.3,348,81,13.7,10.1875,2018
404,DeAndre Hopkins,HOU,15,104,150,"1,165",7,77.7,393,68,11.2,10.0,2019
405,DeAndre Hopkins,ARI,16,115,160,"1,407",6,87.9,527,75,12.2,10.0,2020
406,DeAndre Hopkins,ARI,9,64,96,717,3,79.7,165,35,11.2,6.4,2022
407,DeAndre Hopkins,TEN,17,75,137,"1,057",7,62.2,223,48,14.1,8.5625,2023
408,DeAndre Hopkins,KC/TEN,16,56,80,610,5,38.1,109,35,10.9,5.333333333333333,2024
409,DeAndre Washington,OAK,16,36,41,292,0,18.3,255,10,8.1,2.5625,2019
410,DeMario Douglas,NE,14,49,79,561,0,40.1,336,26,11.4,4.9375,2023
411,DeMario Douglas,NE,17,66,87,621,3,36.5,361,31,9.4,5.4375,2024
412,DeSean Jackson,TB,12,41,74,774,4,64.5,181,31,18.9,6.166666666666667,2018
413,DeSean Jackson,PHI,5,14,26,236,1,47.2,67,10,16.9,5.2,2020
414,DeSean Jackson,LV/LAR,16,20,34,454,2,28.4,175,12,22.7,2.125,2021
415,DeVante Parker,MIA,11,24,47,309,1,28.1,96,14,12.9,4.2727272727272725,2018
416,DeVante Parker,MIA,16,72,128,"1,202",9,75.1,291,58,16.7,8.0,2019
417,DeVante Parker,MIA,14,63,103,793,4,56.6,178,45,12.6,7.357142857142857,2020
418,DeVante Parker,MIA,10,40,73,515,2,51.5,104,29,12.9,7.3,2021
419,DeVante Parker,NE,13,31,47,539,3,41.5,105,25,17.4,4.7,2022
420,DeVante Parker,NE,13,33,55,394,0,30.3,126,17,11.9,4.230769230769231,2023
421,DeVonta Smith,PHI,17,64,104,916,5,53.9,220,43,14.3,6.117647058823529,2021
422,DeVonta Smith,PHI,17,95,136,"1,196",7,70.4,476,57,12.6,9.066666666666666,2022
423,DeVonta Smith,PHI,16,81,112,"1,066",7,66.6,294,47,13.2,8.0,2023
424,DeVonta Smith,PHI,13,68,89,833,8,64.1,299,42,12.3,5.933333333333334,2024
425,Dede Westbrook,JAX,16,66,101,717,5,44.8,361,38,10.9,6.3125,2018
426,Dede Westbrook,JAX,15,66,101,660,3,44.0,316,31,10.0,6.733333333333333,2019
427,Deebo Samuel Sr.,SF,15,57,81,802,3,53.5,481,32,14.1,5.4,2019
428,Deebo Samuel Sr.,SF,7,33,44,391,1,55.9,401,19,11.8,6.285714285714286,2020
429,Deebo Samuel Sr.,SF,16,77,121,"1,405",6,87.8,780,51,18.2,7.5625,2021
430,Deebo Samuel Sr.,SF,13,56,94,632,2,48.6,493,25,11.3,6.266666666666667,2022
431,Deebo Samuel Sr.,SF,15,60,89,892,7,59.5,527,34,14.9,5.933333333333334,2023
432,Deebo Samuel Sr.,SF,15,51,81,670,3,44.7,421,28,13.1,5.0625,2024
433,Delanie Walker,TEN,7,21,31,215,2,30.7,73,11,10.2,4.428571428571429,2019
434,Demarcus Robinson,KC,16,22,33,288,4,18.0,67,12,13.1,2.0625,2018
435,Demarcus Robinson,KC,16,32,55,449,4,28.1,105,19,14.0,3.4375,2019
436,Demarcus Robinson,KC,16,45,59,466,3,29.1,165,26,10.4,3.6875,2020
437,Demarcus Robinson,KC,17,25,41,264,3,15.5,62,13,10.6,2.411764705882353,2021
438,Demarcus Robinson,BAL,17,48,75,458,2,26.9,150,23,9.5,4.6875,2022
439,Demarcus Robinson,LAR,16,26,39,371,4,23.2,89,20,14.3,3.5454545454545454,2023
440,Demarcus Robinson,LAR,17,31,64,505,7,29.7,71,27,16.3,6.4,2024
441,Demaryius Thomas,HOU/DEN,15,59,89,677,5,45.1,287,37,11.5,5.933333333333334,2018
442,Demaryius Thomas,NYJ,11,36,58,433,1,39.4,176,22,12.0,5.2727272727272725,2019
443,Demetric Felton,CLE,16,18,21,181,2,11.3,201,10,10.1,1.3125,2021
444,Denzel Mims,NYJ,9,23,44,357,0,39.7,105,15,15.5,4.888888888888889,2020
445,Deon Jackson,IND,16,30,34,209,1,13.1,228,10,7.0,2.6153846153846154,2022
446,Deonte Harty,NO,13,36,59,570,3,43.8,241,23,15.8,4.538461538461538,2021
447,Derrick Henry,TEN,15,18,24,206,2,13.7,240,4,11.4,1.6,2019
448,Derrick Henry,TEN,16,33,41,398,0,24.9,386,11,12.1,3.4166666666666665,2022
449,Derrick Henry,TEN,17,28,36,214,0,12.6,266,7,7.6,2.5714285714285716,2023
450,Devaughn Vele,DEN,13,41,55,475,3,36.5,127,26,11.6,3.235294117647059,2024
451,Devin Duvernay,BAL,16,20,26,201,0,12.6,124,8,10.1,1.625,2020
452,Devin Duvernay,BAL,16,33,47,272,2,17.0,141,14,8.2,2.9375,2021
453,Devin Duvernay,BAL,14,37,49,407,3,29.1,156,19,11.0,3.2666666666666666,2022
454,Devin Funchess,CAR,14,44,79,549,4,39.2,79,35,12.5,5.642857142857143,2018
455,Devin Singletary,BUF,16,38,50,269,0,16.8,279,8,7.1,3.125,2020
456,Devin Singletary,BUF,17,40,50,228,1,13.4,242,11,5.7,2.9411764705882355,2021
457,Devin Singletary,BUF,16,38,52,280,1,17.5,257,15,7.4,3.7142857142857144,2022
458,Devin Singletary,HOU,17,30,38,193,0,11.4,217,7,6.4,2.7142857142857144,2023
459,Devonta Freeman,ATL,14,59,70,410,4,29.3,353,17,6.9,5.0,2019
460,Devonta Freeman,BAL,16,34,42,190,1,11.9,178,9,5.6,2.625,2021
461,Devontae Booker,DEN,16,38,51,275,0,17.2,221,9,7.2,3.1875,2018
462,Devontae Booker,NYG,16,40,45,268,1,16.8,289,11,6.7,2.8125,2021
463,Dion Lewis,TEN,16,59,67,400,1,25.0,473,13,6.8,4.1875,2018
